character	initial	final	tone	roman	ascii	pretty	no-emc-data
蕼	s	i	2	siˉ	si2	si	
蕽	n	ug	0	nugˋ	nug0	nùg	!
蕾	l	uj	1	lujˊ	luj1	lúj	
蕾	l	uj	0	lujˋ	luj0	lùj	
蕿	x	yn	0	xynˋ	xyn0	xỳn	!
薀	qv	rn	0	qvrnˋ	qvrn0	qvr̀n	!
薁	qj	ug	3	qjugˈ	qjug3	qjuk	
薂	h	rn	3	hrnˈ	hrn3	hrt	
薃	h	ov	2	hovˉ	hov2	hov	
薄	b	og	3	bogˈ	bog3	bok	
薅	x	ov	0	xovˋ	xov0	xòv	
薆	q	oj	2	qojˉ	qoj2	qoj	
薇	m	i	0	miˋ	mi0	mì	
薇	qm	i	1	qmiˊ	qmi1	qmí	
薈	qv	i	2	qviˉ	qvi2	qvi	
薈		uj	2	ujˉ	uj2	uj	
薈	kx	uj	1	kxujˊ	kxuj1	kxúj	
薉	qv	i	2	qviˉ	qvi2	qvi	
薊	k	rj	2	krjˉ	krj2	krj	
薋	đ	i	0	điˋ	dzi0	đì	
薌	x	ơg	0	xơgˋ	xeog0	xờg	
薌	x	ơg	1	xơgˊ	xeog1	xớg	
薍	gv	an	2	gvanˉ	gvan2	gvan	
薎	m	in	3	minˈ	min3	mit	!
薏	q	i	2	qiˉ	qi2	qi	
薐	l	ig	0	ligˋ	lig0	lìg	!
薑	k	ơg	0	kơgˋ	keog0	kờg	
薒	ŧx	an	2	ŧxanˉ	tsxan2	ŧxan	
薓	ṣ	rm	0	ṣrmˋ	sjrm0	ṣr̀m	
薔	đ	ơg	0	đơgˋ	dzeog0	đờg	
薕	l	im	0	limˋ	lim0	lìm	
薖	kv	o	0	kvoˋ	kvo0	kvò	
薗		yn	0	ynˋ	yn0	ỳn	!
薘	d	an	3	danˈ	dan3	dat	
薙	tx	rj	2	txrjˉ	txrj2	txrj	
薚	tx	og	0	txogˋ	txog0	txòg	
薛	s	in	3	sinˈ	sin3	sit	
薜	b	rj	2	brjˉ	brj2	brj	
薝	ṭ	im	0	ṭimˋ	tjim0	ṭìm	!
薞	ṣ	yn	0	ṣynˋ	sjyn0	ṣỳn	!
薟	ṭx	im	0	ṭximˋ	txjim0	ṭxìm	
薟	l	im	1	limˊ	lim1	lím	
薟	l	im	2	limˉ	lim2	lim	
薠	w	an	0	wanˋ	wan0	wàn	
薡	t	ig	1	tigˊ	tig1	tíg	
薢	h	aj	2	hajˉ	haj2	haj	
薢	k	aj	1	kajˊ	kaj1	káj	
薢	k	aj	0	kajˋ	kaj0	kàj	
薢	h	aj	1	hajˊ	haj1	háj	
薢	k	aj	2	kajˉ	kaj2	kaj	
薣	k	u	1	kuˊ	ku1	kú	!
薤	h	aj	2	hajˉ	haj2	haj	
薥	ẓ	ug	3	ẓugˈ	zjug3	ẓuk	!
薦	ŧ	in	2	ŧinˉ	tsin2	ŧin	
薧	x	av	1	xavˊ	xav1	xáv	
薧	x	ov	0	xovˋ	xov0	xòv	
薨	kv	rg	0	kvrgˋ	kvrg0	kvr̀g	
薩	s	an	3	sanˈ	san3	sat	
薪	s	rn	0	srnˋ	srn0	sr̀n	
薫	f	rn	0	frnˋ	frn0	fr̀n	!
薬	j	og	3	jogˈ	jog3	jok	!
薭	b	aj	2	bajˉ	baj2	baj	!
薯	ẓ	y	0	ẓyˋ	zjy0	ẓỳ	
薯	ṣ	y	1	ṣyˊ	sjy1	ṣý	
薰	xv	rn	0	xvrnˋ	xvrn0	xvr̀n	
薱	d	uj	2	dujˉ	duj2	duj	
薲	b	rn	0	brnˋ	brn0	br̀n	
薳		yn	1	ynˊ	yn1	ýn	
薳	qv	i	1	qviˊ	qvi1	qví	
薴	n	ig	0	nigˋ	nig0	nìg	
薵	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	
薶	m	aj	0	majˋ	maj0	màj	
薶	qv	o	0	qvoˋ	qvo0	qvò	
薷		y	0	yˋ	y0	ỳ	!
薸	px	iv	0	pxivˋ	pxiv0	pxìv	
薸	b	iv	0	bivˋ	biv0	bìv	
薸	px	iv	1	pxivˊ	pxiv1	pxív	
薹	d	oj	0	dojˋ	doj0	dòj	
薺	đ	rj	1	đrjˊ	dzrj1	đŕj	
薺	đ	rj	0	đrjˋ	dzrj0	đr̀j	
薺	ŧ	rj	2	ŧrjˉ	tsrj2	ŧrj	
薺	đ	i	0	điˋ	dzi0	đì	
薻	ŧ	ov	1	ŧovˊ	tsov1	ŧóv	
薼	ḍ	rn	0	ḍrnˋ	djrn0	ḍr̀n	!
薽	ṭ	rn	0	ṭrnˋ	tjrn0	ṭr̀n	
薾		i	1	iˊ	i1	í	
薿	g	i	1	giˊ	gi1	gí	
藀		ig	0	igˋ	ig0	ìg	!
藁	k	ov	1	kovˊ	kov1	kóv	!
藂	đ	ug	0	đugˋ	dzug0	đùg	
藃	x	iv	0	xivˋ	xiv0	xìv	
藃	x	ov	2	xovˉ	xov2	xov	
藄	c	i	0	ciˋ	ci0	cì	
藅	w	rn	3	wrnˈ	wrn3	wrt	
藆	k	in	1	kinˊ	kin1	kín	
藇	đ	y	2	đyˉ	dzy2	đy	
藇		y	2	yˉ	y2	y	
藈	kxv	i	0	kxviˋ	kxvi0	kxvì	
藉	đ	ig	3	đigˈ	dzig3	đik	
藉	ŧ	e	2	ŧeˉ	tse2	ŧe	
藉	đ	e	2	đeˉ	dze2	đe	
藊	p	in	1	pinˊ	pin1	pín	!
藋	d	iv	2	divˉ	div2	div	
藋	t	iv	2	tivˉ	tiv2	tiv	
藌	m	rn	3	mrnˈ	mrn3	mrt	!
藍	l	am	0	lamˋ	lam0	làm	
藍	ql	am	1	qlamˊ	qlam1	qlám	
藎	ŧ	on	1	ŧonˊ	tson1	ŧón	
藏	đ	og	0	đogˋ	dzog0	đòg	
藏	đ	og	2	đogˉ	dzog2	đog	
藏	ŧ	og	0	ŧogˋ	tsog0	ŧòg	
藐	m	iv	1	mivˊ	miv1	mív	
藐	qm	iv	1	qmivˊ	qmiv1	qmív	
藑	c	ig	0	cigˋ	cig0	cìg	
藒	kx	in	3	kxinˈ	kxin3	kxit	
藔	l	iv	0	livˋ	liv0	lìv	!
藕	g	rv	1	grvˊ	grv1	gŕv	
藕	qg	rv	1	qgrvˊ	qgrv1	qgŕv	
藖	h	an	0	hanˋ	han0	hàn	
藗	s	ug	3	sugˈ	sug3	suk	
藘	l	y	0	lyˋ	ly0	lỳ	
藙	g	rj	2	grjˉ	grj2	grj	
藚	đ	ug	3	đugˈ	dzug3	đuk	
藛	ṣ	e	1	ṣeˊ	sje1	ṣé	!
藜	l	rj	0	lrjˋ	lrj0	lr̀j	
藝	g	rj	2	grjˉ	grj2	grj	
藞	l	a	1	laˊ	la1	lá	
藟	l	uj	1	lujˊ	luj1	lúj	
藠	kx	iv	1	kxivˊ	kxiv1	kxív	!
藠	c	iv	1	civˊ	civ1	cív	!
藡	d	ig	3	digˈ	dig3	dik	!
藢	ṭ	i	1	ṭiˊ	tji1	ṭí	!
藣	p	i	0	piˋ	pi0	pì	
藤	d	rg	0	drgˋ	drg0	dr̀g	
藥	j	og	3	jogˈ	jog3	jok	
藦	m	o	0	moˋ	mo0	mò	!
藧		un	2	unˉ	un2	un	!
藨	p	iv	0	pivˋ	piv0	pìv	
藩	w	an	0	wanˋ	wan0	wàn	
藪	s	rv	1	srvˊ	srv1	sŕv	
藫	d	am	0	damˋ	dam0	dàm	
藬	tx	uj	0	txujˋ	txuj0	txùj	
藭	c	ug	0	cugˋ	cug0	cùg	
藮	đ	iv	0	đivˋ	dziv0	đìv	
藯	qv	i	2	qviˉ	qvi2	qvi	!
藰	l	rv	0	lrvˋ	lrv0	lr̀v	!
藱		uj	2	ujˉ	uj2	uj	!
藲	q	rv	0	qrvˋ	qrv0	qr̀v	!
藳	k	ov	1	kovˊ	kov1	kóv	
藴	qv	rn	2	qvrnˉ	qvrn2	qvrn	
藴	v	rn	1	vrnˊ	vrn1	vŕn	
藴	qv	rn	1	qvrnˊ	qvrn1	qvŕn	
藴	qv	rn	0	qvrnˋ	qvrn0	qvr̀n	
藵	p	ov	1	povˊ	pov1	póv	!
藶	l	ig	3	ligˈ	lig3	lik	
藷	ẓ	y	0	ẓyˋ	zjy0	ẓỳ	
藸	ḍ	y	0	ḍyˋ	djy0	ḍỳ	
藸	ṭ	y	0	ṭyˋ	tjy0	ṭỳ	
藹	q	oj	1	qojˊ	qoj1	qój	
藺	l	on	2	lonˉ	lon2	lon	
藻	ŧ	ov	1	ŧovˊ	tsov1	ŧóv	
藼	x	yn	0	xynˋ	xyn0	xỳn	!
藽	ṭx	rn	2	ṭxrnˉ	txjrn2	ṭxrn	!
藾	l	aj	2	lajˉ	laj2	laj	
藿	xv	og	3	xvogˈ	xvog3	xvok	
蘀	tx	og	3	txogˈ	txog3	txok	
蘁	g		2	gˉ	g2	g	!
蘁	g	og	3	gogˈ	gog3	gok	!
蘂	ṇ	oj	1	ṇojˊ	njoj1	ṇój	
蘂	ṇ	oj	2	ṇojˉ	njoj2	ṇoj	
蘃	j	oj	1	jojˊ	joj1	jój	!
蘄	c	i	0	ciˋ	ci0	cì	
蘅	h	rg	0	hrgˋ	hrg0	hr̀g	
蘆	l	ov	0	lovˋ	lov0	lòv	
蘆	ql	ov	1	qlovˊ	qlov1	qlóv	
蘇	s	ov	0	sovˋ	sov0	sòv	
蘈	d	uj	0	dujˋ	duj0	dùj	
蘉	m	og	0	mogˋ	mog0	mòg	
蘉	qv	rn	2	qvrnˉ	qvrn2	qvrn	
蘉	v	rn	1	vrnˊ	vrn1	vŕn	
蘉	qv	rn	1	qvrnˊ	qvrn1	qvŕn	
蘉	qv	rn	0	qvrnˋ	qvrn0	qvr̀n	
蘋	b	rn	0	brnˋ	brn0	br̀n	
蘋	b	ig	0	bigˋ	big0	bìg	
蘌	g	y	1	gyˊ	gy1	gý	
蘍	f	rn	0	frnˋ	frn0	fr̀n	!
蘎	kx	ej	2	kxejˉ	kxej2	kxej	!
蘏	kv	ig	1	kvigˊ	kvig1	kvíg	!
蘐	x	yn	0	xynˋ	xyn0	xỳn	!
蘑	m	o	0	moˋ	mo0	mò	!
蘒	ṭx	rv	0	ṭxrvˋ	txjrv0	ṭxr̀v	!
蘓	ṣ	ov	0	ṣovˋ	sjov0	ṣòv	!
蘔	kv	ig	1	kvigˊ	kvig1	kvíg	!
蘕	b	ug	0	bugˋ	bug0	bùg	!
蘖		in	3	inˈ	in3	it	!
蘖		im	3	imˈ	im3	ip	!
蘖	n	im	3	nimˈ	nim3	nip	!
蘗	p	ag	3	pagˈ	pag3	pak	!
蘗	px	ag	3	pxagˈ	pxag3	pxak	!
蘘	ṇ	og	0	ṇogˋ	njog0	ṇòg	
蘙	q	rj	2	qrjˉ	qrj2	qrj	
蘚	s	in	1	sinˊ	sin1	sín	
蘛	j	ug	3	jugˈ	jug3	juk	
蘜	k	ug	3	kugˈ	kug3	kuk	
蘝	l	im	1	limˊ	lim1	lím	!
蘞	l	im	1	limˊ	lim1	lím	
蘞	l	im	2	limˉ	lim2	lim	
蘟	qj	rn	1	qjrnˊ	qjrn1	qjŕn	!
蘠	đ	ơg	0	đơgˋ	dzeog0	đờg	
蘡	q	ig	0	qigˋ	qig0	qìg	
蘢	l	ug	0	lugˋ	lug0	lùg	
蘣	tx	rv	1	txrvˊ	txrv1	txŕv	
蘤	f	a	0	faˋ	fa0	fà	!
蘥	j	og	3	jogˈ	jog3	jok	
蘦	l	ig	0	ligˋ	lig0	lìg	
蘧	c	y	0	cyˋ	cy0	cỳ	
蘨		iv	0	ivˋ	iv0	ìv	
蘩	w	an	0	wanˋ	wan0	wàn	
蘪	m	i	0	miˋ	mi0	mì	
蘫	x	om	2	xomˉ	xom2	xom	
蘬	kxv	i	0	kxviˋ	kxvi0	kxvì	
蘭	l	an	0	lanˋ	lan0	làn	
蘭	ql	an	0	qlanˋ	qlan0	qlàn	
蘭	ql	an	1	qlanˊ	qlan1	qlán	
蘮	k	rj	2	krjˉ	krj2	krj	
蘯	d	og	2	dogˉ	dog2	dog	!
蘰	m	an	2	manˉ	man2	man	!
蘱	l	uj	2	lujˉ	luj2	luj	
蘲	l	ơj	0	lơjˋ	leoj0	lờj	!
蘳	xv	rj	0	xvrjˋ	xvrj0	xvr̀j	
蘴	fx	ug	0	fxugˋ	fxug0	fxùg	
蘵	ṭ	ig	3	ṭigˈ	tjig3	ṭik	!
蘶	g	rj	2	grjˉ	grj2	grj	!
蘷	cv	i	0	cviˋ	cvi0	cvì	!
蘸	ṭ	am	2	ṭamˉ	tjam2	ṭam	
蘹	v	aj	0	vajˋ	vaj0	vàj	!
蘺	l	i	0	liˋ	li0	lì	
蘻	h	rj	2	hrjˉ	hrj2	hrj	
蘼	m	i	0	miˋ	mi0	mì	
蘽	l	uj	1	lujˊ	luj1	lúj	
蘾	hv	aj	2	hvajˉ	hvaj2	hvaj	
蘿	l	o	0	loˋ	lo0	lò	
虀	ṭ	rj	0	ṭrjˋ	tjrj0	ṭr̀j	!
虁	cv	i	0	cviˋ	cvi0	cvì	!
虂	l	ov	2	lovˉ	lov2	lov	
虃	ŧ	im	0	ŧimˋ	tsim0	ŧìm	
虄	ṣ	an	3	ṣanˈ	sjan3	ṣat	!
虅	d	rg	0	drgˋ	drg0	dr̀g	!
虆	l	uj	0	lujˋ	luj0	lùj	
虇	x	yn	1	xynˊ	xyn1	xýn	
虈	x	iv	0	xivˋ	xiv0	xìv	
虉	g	ig	3	gigˈ	gig3	gik	
虊	l	yn	0	lynˋ	lyn0	lỳn	!
虋	m	un	0	munˋ	mun0	mùn	
虌	p	in	3	pinˈ	pin3	pit	
虍	xv	u	0	xvuˋ	xvu0	xvù	
虎	xv	u	1	xvuˊ	xvu1	xvú	
虐	gj	og	3	gjogˈ	gjog3	gjok	
虒	s	i	0	siˋ	si0	sì	
虓	x	av	0	xavˋ	xav0	xàv	
虔	c	in	0	cinˋ	cin0	cìn	
處	ḍ	y	1	ḍyˊ	djy1	ḍý	
處	ṭx	y	1	ṭxyˊ	txjy1	ṭxý	
處	ṭx	y	2	ṭxyˉ	txjy2	ṭxy	
處	ṣ	y	1	ṣyˊ	sjy1	ṣý	
處	ṣ	y	2	ṣyˉ	sjy2	ṣy	
虖	xv	u	0	xvuˋ	xvu0	xvù	
虖	hv	u	0	hvuˋ	hvu0	hvù	
虗	x	ơj	0	xơjˋ	xeoj0	xờj	!
虘	đ	o	0	đoˋ	dzo0	đò	
虙	w	ug	3	wugˈ	wug3	wuk	
虚	x	y	0	xyˋ	xy0	xỳ	
虛	x	ơj	0	xơjˋ	xeoj0	xờj	!
虜	l	ov	1	lovˊ	lov1	lóv	
虝	f	u	1	fuˊ	fu1	fú	!
虞	g	y	0	gyˋ	gy0	gỳ	
號	h	ov	2	hovˉ	hov2	hov	
號	x	ov	1	xovˊ	xov1	xóv	
號	h	ov	0	hovˋ	hov0	hòv	
虠	k	av	1	kavˊ	kav1	káv	!
虡	c	y	2	cyˉ	cy2	cy	
虢	kv	ig	3	kvigˈ	kvig3	kvik	
虣	b	ov	2	bovˉ	bov2	bov	
虤	g	an	0	ganˋ	gan0	gàn	
虥	đ	an	2	đanˉ	dzan2	đan	
虦	ḍ	an	2	ḍanˉ	djan2	ḍan	!
虧	kxv	i	0	kxviˋ	kxvi0	kxvì	
虨	p	rn	0	prnˋ	prn0	pr̀n	
虩	kv	ig	3	kvigˈ	kvig3	kvik	
虪	ṣ	ug	3	ṣugˈ	sjug3	ṣuk	
虫	ḍ	ug	0	ḍugˋ	djug0	ḍùg	
虫	qv	i	1	qviˊ	qvi1	qví	
虬	c	rv	0	crvˋ	crv0	cr̀v	!
虭	t	iv	0	tivˋ	tiv0	tìv	!
虮	k	i	0	kiˋ	ki0	kì	
虯	c	rv	0	crvˋ	crv0	cr̀v	
虰	t	ig	0	tigˋ	tig0	tìg	
虱	ṣ	rn	3	ṣrnˈ	sjrn3	ṣrt	!
虲	p	ug	3	pugˈ	pug3	puk	!
虳	kv	rn	3	kvrnˈ	kvrn3	kvrt	!
虴	ṭ	ag	3	ṭagˈ	tjag3	ṭak	
虵	ẓ	e	0	ẓeˋ	zje0	ẓè	
虶	q	y	0	qyˋ	qy0	qỳ	
虷	h	on	0	honˋ	hon0	hòn	
虷	k	on	0	konˋ	kon0	kòn	
虸	ŧ	i	1	ŧiˊ	tsi1	ŧí	
虹	h	ug	0	hugˋ	hug0	hùg	
虺	qv	i	1	qviˊ	qvi1	qví	
虺	xv	uj	0	xvujˋ	xvuj0	xvùj	
虻	m	og	0	mogˋ	mog0	mòg	!
虼	k	rn	3	krnˈ	krn3	krt	!
蚄	f	og	0	fogˋ	fog0	fòg	
蚅	q	rg	3	qrgˈ	qrg3	qrk	
蚆	p	a	0	paˋ	pa0	pà	
蚇	ṭx	ig	3	ṭxigˈ	txjig3	ṭxik	
蚈	x	in	0	xinˋ	xin0	xìn	
蚉	qm	rn	0	qmrnˋ	qmrn0	qmr̀n	!
蚊	qm	rn	0	qmrnˋ	qmrn0	qmr̀n	
蚊	m	rn	0	mrnˋ	mrn0	mr̀n	
蚋	j	oj	2	jojˉ	joj2	joj	!
蚌	b	og	1	bogˊ	bog1	bóg	
蚍	b	i	0	biˋ	bi0	bì	
蚎		yn	3	ynˈ	yn3	yt	!
蚏		yn	3	ynˈ	yn3	yt	
蚐	kv	rn	0	kvrnˋ	kvrn0	kvr̀n	!
蚑	c	i	0	ciˋ	ci0	cì	
蚒		im	0	imˋ	im0	ìm	!
蚓	j	rn	1	jrnˊ	jrn1	jŕn	
蚔	c	i	0	ciˋ	ci0	cì	
蚖	g	yn	0	gynˋ	gyn0	gỳn	
蚗	kx	yn	3	kxynˈ	kxyn3	kxyt	
蚘	h	uj	0	hujˋ	huj0	hùj	
蚙	c	rm	0	crmˋ	crm0	cr̀m	!
蚚	c	i	0	ciˋ	ci0	cì	
蚛	ḍ	ug	2	ḍugˉ	djug2	ḍug	!
蚜	g	a	0	gaˋ	ga0	gà	!
蚝	ŧx	i	2	ŧxiˉ	tsxi2	ŧxi	
蚝	h	ov	0	hovˋ	hov0	hòv	
蚞	m	ug	3	mugˈ	mug3	muk	
蚟	v	og	0	vogˋ	vog0	vòg	
蚠	w	rn	0	wrnˋ	wrn0	wr̀n	!
蚡	w	rn	0	wrnˋ	wrn0	wr̀n	
蚢	h	og	0	hogˋ	hog0	hòg	
蚣	k	ug	0	kugˋ	kug0	kùg	
蚤	ŧ	ov	1	ŧovˊ	tsov1	ŧóv	
蚥	w	u	2	wuˉ	wu2	wu	
蚦		im	0	imˋ	im0	ìm	!
蚦	n	am	0	namˋ	nam0	nàm	!
蚧	k	aj	2	kajˉ	kaj2	kaj	!
蚧	k	aj	1	kajˊ	kaj1	káj	!
蚨	w	u	0	wuˋ	wu0	wù	
蚩	ṭx	i	0	ṭxiˋ	txji0	ṭxì	
蚪	t	rv	1	trvˊ	trv1	tŕv	
蚫	p	av	0	pavˋ	pav0	pàv	!
蚭	n	i	0	niˋ	ni0	nì	
蚮	tx	aj	2	txajˉ	txaj2	txaj	!
蚯	qj	rv	0	qjrvˋ	qjrv0	qjr̀v	
蚰	j	rv	0	jrvˋ	jrv0	jr̀v	
蚱	ṭ	ag	3	ṭagˈ	tjag3	ṭak	
蚱	ṭ	a	2	ṭaˉ	tja2	ṭa	
蚲	b	ig	0	bigˋ	big0	bìg	
蚳	ḍ	i	0	ḍiˋ	dji0	ḍì	
蚴	qj	rv	1	qjrvˊ	qjrv1	qjŕv	
蚴	qj	rv	0	qjrvˋ	qjrv0	qjr̀v	
蚴	qj	rv	2	qjrvˉ	qjrv2	qjrv	
蚵	h	o	0	hoˋ	ho0	hò	
蚶	x	om	0	xomˋ	xom0	xòm	
蚷	c	ơj	2	cơjˉ	ceoj2	cơj	!
蚸	ṭx	ig	3	ṭxigˈ	txjig3	ṭxik	!
蚹	w	u	2	wuˉ	wu2	wu	
蚺	ṇ	im	0	ṇimˋ	njim0	ṇìm	
蚺	n	am	0	namˋ	nam0	nàm	
蚻	ṭ	an	3	ṭanˈ	tjan3	ṭat	
蚼	qg	rv	0	qgrvˋ	qgrv0	qgr̀v	
蚽	b	ej	0	bejˋ	bej0	bèj	!
蚾	b	ej	0	bejˋ	bej0	bèj	!
蚿	h	in	0	hinˋ	hin0	hìn	
蛀	ṭ	y	2	ṭyˉ	tjy2	ṭy	
蛁	t	iv	0	tivˋ	tiv0	tìv	
蛂	b	in	3	binˈ	bin3	bit	
蛃	p	ig	1	pigˊ	pig1	píg	
蛄	k	u	0	kuˋ	ku0	kù	
蛅	ṇ	im	0	ṇimˋ	njim0	ṇìm	
蛅	ṭ	im	0	ṭimˋ	tjim0	ṭìm	
蛆	ŧ	y	0	ŧyˋ	tsy0	ŧỳ	
蛆	ŧx	y	0	ŧxyˋ	tsxy0	ŧxỳ	
蛇	ẓ	e	0	ẓeˋ	zje0	ẓè	
蛇	ṣ	e	1	ṣeˊ	sje1	ṣé	
蛇		i	0	iˋ	i0	ì	
蛈	tx	in	3	txinˈ	txin3	txit	
蛉	l	ig	0	ligˋ	lig0	lìg	
蛋	d	an	2	danˉ	dan2	dan	!
蛋	t	an	1	tanˊ	tan1	tán	!
蛌	k	u	1	kuˊ	ku1	kú	!
蛍		ig	0	igˋ	ig0	ìg	!
蛐	kx	ug	3	kxugˈ	kxug3	kxuk	!
蛑	m	rv	0	mrvˋ	mrv0	mr̀v	
蛒	k	ag	3	kagˈ	kag3	kak	
蛓	ŧx	i	2	ŧxiˉ	tsxi2	ŧxi	
蛔		uj	0	ujˋ	uj0	ùj	!
蛕	h	uj	0	hujˋ	huj0	hùj	
蛖	m	og	0	mogˋ	mog0	mòg	
蛗	w	rv	2	wrvˉ	wrv2	wrv	!
蛘	j	og	1	jogˊ	jog1	jóg	
蛘	j	og	0	jogˋ	jog0	jòg	
蛘	m	rj	1	mrjˊ	mrj1	mŕj	
蛙	qv	a	0	qvaˋ	qva0	qvà	
蛚	l	in	3	linˈ	lin3	lit	
蛛	ṭ	y	0	ṭyˋ	tjy0	ṭỳ	
蛜	q	i	0	qiˋ	qi0	qì	!
蛝	h	an	0	hanˋ	han0	hàn	
蛞	kx	un	3	kxunˈ	kxun3	kxut	
蛞	xv	un	3	xvunˈ	xvun3	xvut	
蛟	k	av	0	kavˋ	kav0	kàv	
蛠	l	rj	2	lrjˉ	lrj2	lrj	!
蛡		ig	3	igˈ	ig3	ik	
蛢	b	ig	0	bigˋ	big0	bìg	
蛣	kx	in	3	kxinˈ	kxin3	kxit	
蛤	k	om	3	komˈ	kom3	kop	
蛤	k	am	3	kamˈ	kam3	kap	
蛤	h	a	0	haˋ	ha0	hà	
蛤	x	a	0	xaˋ	xa0	xà	
蛥	ẓ	in	3	ẓinˈ	zjin3	ẓit	
蛦		i	0	iˋ	i0	ì	
蛧	m	og	1	mogˊ	mog1	móg	
蛨	m	rg	3	mrgˈ	mrg3	mrk	
蛩	c	ug	0	cugˋ	cug0	cùg	
蛪	kx	in	3	kxinˈ	kxin3	kxit	
蛫	kv	i	1	kviˊ	kvi1	kví	
蛬	c	ug	0	cugˋ	cug0	cùg	
蛬	k	ug	1	kugˊ	kug1	kúg	
蛭	ḍ	rn	3	ḍrnˈ	djrn3	ḍrt	
蛯	l	ov	1	lovˊ	lov1	lóv	!
蛵	x	ig	0	xigˋ	xig0	xìg	
蛶	l	yn	3	lynˈ	lyn3	lyt	
蛷	c	rv	0	crvˋ	crv0	cr̀v	
蛸	s	av	0	savˋ	sav0	sàv	
蛸	s	iv	0	sivˋ	siv0	sìv	
蛹	qj	ug	1	qjugˊ	qjug1	qjúg	
蛺	k	am	3	kamˈ	kam3	kap	
蛻	tx	uj	2	txujˉ	txuj2	txuj	
蛻	ṣ	uj	2	ṣujˉ	sjuj2	ṣuj	
蛼	ṭx	e	0	ṭxeˋ	txje0	ṭxè	!
蛽	p	uj	2	pujˉ	puj2	puj	!
蛾	g	o	0	goˋ	go0	gò	
蛾	g	rj	1	grjˊ	grj1	gŕj	
蛿	h	rm	1	hrmˊ	hrm1	hŕm	!
蜀	ẓ	ug	3	ẓugˈ	zjug3	ẓuk	
蜁	z	yn	0	zynˋ	zyn0	zỳn	
蜂	fx	ug	0	fxugˋ	fxug0	fxùg	
蜃	ẓ	rn	2	ẓrnˉ	zjrn2	ẓrn	
蜃	ẓ	rn	1	ẓrnˊ	zjrn1	ẓŕn	
蜃	ẓ	rn	0	ẓrnˋ	zjrn0	ẓr̀n	
蜄	ẓ	rn	2	ẓrnˉ	zjrn2	ẓrn	!
蜅	f	u	1	fuˊ	fu1	fú	
蜆	x	in	1	xinˊ	xin1	xín	
蜇	ṭ	in	3	ṭinˈ	tjin3	ṭit	
蜈	g		0	gˋ	g0	g̀	
蜉	w	rv	0	wrvˋ	wrv0	wr̀v	
蜊	l	i	0	liˋ	li0	lì	
蜋	l	og	0	logˋ	log0	lòg	
蜌	b	rj	2	brjˉ	brj2	brj	!
蜍	ḍ	y	0	ḍyˋ	djy0	ḍỳ	
蜍	ḍ	y	0	ḍyˋ	djy0	ḍỳ	
蜍	ẓ	y	0	ẓyˋ	zjy0	ẓỳ	
蜎	q	yn	0	qynˋ	qyn0	qỳn	
蜏	j	rv	1	jrvˊ	jrv1	jŕv	
蜐	k	im	3	kimˈ	kim3	kip	
蜑	d	an	2	danˉ	dan2	dan	
蜒		in	0	inˋ	in0	ìn	
蜓	d	ig	0	digˋ	dig0	dìg	
蜔	d	in	0	dinˋ	din0	dìn	!
蜕	tx	ơj	2	txơjˉ	txeoj2	txơj	!
蜕	ṣ	ơj	2	ṣơjˉ	sjeoj2	ṣơj	!
蜖		uj	0	ujˋ	uj0	ùj	!
蜘	ṭ	i	0	ṭiˋ	tji0	ṭì	
蜙	s	ug	0	sugˋ	sug0	sùg	
蜚	f	i	1	fiˊ	fi1	fí	
蜚	f	i	0	fiˋ	fi0	fì	
蜛	k	y	0	kyˋ	ky0	kỳ	
蜜	m	rn	3	mrnˈ	mrn3	mrt	
蜝	c	i	0	ciˋ	ci0	cì	
蜞	c	ej	0	cejˋ	cej0	cèj	!
蜞	kx	ej	1	kxejˊ	kxej1	kxéj	!
蜟	j	ug	3	jugˈ	jug3	juk	
蜠	cv	rn	1	cvrnˊ	cvrn1	cvŕn	
蜡	ŧ	a	2	ŧaˉ	tsa2	ŧa	
蜢	m	ag	1	magˊ	mag1	mág	
蜢	qm	ag	1	qmagˊ	qmag1	qmág	
蜣	k	ơg	0	kơgˋ	keog0	kờg	
蜤	s	i	0	siˋ	si0	sì	
蜥	s	ig	3	sigˈ	sig3	sik	
蜦	l	on	0	lonˋ	lon0	lòn	
蜧	l	rj	2	lrjˉ	lrj2	lrj	
蜨	d	im	3	dimˈ	dim3	dip	
蜩	d	iv	0	divˋ	div0	dìv	
蜪	tx	ov	0	txovˋ	txov0	txòv	
蜫	kv	rn	0	kvrnˋ	kvrn0	kvr̀n	
蜬	h	om	0	homˋ	hom0	hòm	
蜭	h	om	1	homˊ	hom1	hóm	
蜮	hv	ig	3	hvigˈ	hvig3	hvik	
蜯	b	og	1	bogˊ	bog1	bóg	
蜰	w	i	0	wiˋ	wi0	wì	
蜱	b	i	0	biˋ	bi0	bì	
蜲	qv	i	0	qviˋ	qvi0	qvì	
蜳	t	on	0	tonˋ	ton0	tòn	!
蜴		ig	3	igˈ	ig3	ik	
蜵	q	yn	0	qynˋ	qyn0	qỳn	!
蜶	ṣ	on	3	ṣonˈ	sjon3	ṣot	!
蜷	c	yn	0	cynˋ	cyn0	cỳn	
蜸	x	in	1	xinˊ	xin1	xín	
蜹	ṇ	oj	2	ṇojˉ	njoj2	ṇoj	
蜺	g	rj	0	grjˋ	grj0	gr̀j	
