character	initial	final	tone	mc
蹗	l	ug	3	
蹘	l	av	0	
蹙	ṯ	ug	3	ţiuk
蹚	ŧ	og	2	
蹚	ŧ	og	1	
蹚	ŧ	og	0	
蹛	dj	rj	2	dried0,tad0
蹛	t	aj	2	dried0,tad0
蹜	sj	ug	3	sriuk
蹝	s	aj	1	
蹞	ꝁv	i	1	
蹟	ţ	ig	3	ţiek
蹠	tj	ig	3	ţjek
蹠	tj	eg	3	ţjek
蹡	ṯ	wg	0	ṯiag0,ṯiag2
蹡	ṯ	wg	2	ṯiag0,ṯiag2
蹢	dj	ag	3	driek,tek
蹢	t	ig	3	driek,tek
蹣	b	un	0	buan0,muan0
蹣	m	un	0	buan0,muan0
蹤	ţ	ug	0	ţyug0
蹥	l	in	0	
蹦	p	rg	0	
蹧	ţ	ov	0	
蹨	qn	im	2	nen1,njen1
蹩	b	in	3	bet
蹪	d	uj	0	duai0
蹫	kv	rn	3	
蹬	t	rg	0	dog2
蹬	d	rg	2	dog2
蹭	s	rg	2	ṯog2
蹮	s	in	0	sen0
蹯	bhv	an	0	byan0
蹰	dj	y	0	dryo0
蹱	tj	ug	0	ţjyug0,ŧryug0,ŧryug2
蹲	ḑ	yn	0	ḑuon0
蹲	t	on	0	ḑuon0
蹲	ţ	on	0	ḑuon0
蹳	b	un	3	
蹴	ṯ	ug	3	ṯiuk,ţiuk
蹵	ṯ	ug	3	
蹶	ꝁ	yn	3	kyed0,kyat,kyet
蹶	kv	i	2	kyed0,kyat,kyet
蹷	ꝁ	yn	3	ţyat
蹸	l	on	2	
蹹	d	am	3	dop
蹺	c	iv	1	ꝁjeu0
蹺	ꝁ	iv	0	ꝁjeu0
蹺	ꝁ	iv	0	ꝁjeu0
蹺	ꝁ	iv	1	ꝁjeu0
蹻	c	iv	1	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹻	ꝁ	iv	0	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹻	ꝁ	iv	0	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹻	ꝁ	iv	1	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹻	k	wg	3	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹻	k	iv	1	ţieu0,ꝁjeu0,kieu1,kiak,ţiak
蹼	b	ug	3	puk
蹼	ꝑ	ug	3	puk
蹽	ql	iv	0	
蹽	l	iv	0	
蹾	t	rn	2	
蹾	t	rn	0	
躀	kv	an	2	
躁	ṯ	ov	2	ţau2
躂	ŧ	an	3	ŧat
躃	p	ig	3	bjek
躄	p	ig	3	pjek
躅	dj	ug	3	dryuk
躅	dj	og	3	dryuk
躆	k	y	2	
躇	dj	y	0	drio0
躇	ŧj	wg	3	drio0
躈	ꝁ	iv	2	
躉	t	rn	1	
躊	dj	rv	0	driu0
躋	ţ	rj	0	ţe0,ţe2
躌	m	ov	1	
躍	j	og	3	jak
躍	q	wg	3	jak
躍	ŧ	ig	3	jak
躎	qn	in	1	
躐	l	im	3	liep
躑	dj	ag	3	driek
躒	ql	ig	3	lak,lek
躒	l	og	3	lak,lek
躓	tj	i	2	trii2
躔	dj	in	0	drien0
躕	ḑ	y	0	
躖	ŧ	on	1	
躗	v	i	2	
躘	l	ug	0	lyug0,lyug2
躙	l	on	2	lin2
躚	s	in	0	sen0,sien0
躛	v	i	2	xruai2
躝	ql	an	0	lan0
躞	s	im	3	sep
躞	s	in	3	sep
躟	nj	wg	0	njag0,njag1
躠	s	in	3	sat
躡	n	im	3	nriep
躢	d	am	3	dap
躢	ŧ	am	3	dap
躣	c	y	0	ţyo0
躤	ḑ	ig	3	ḑia2
躥	ṯ	yn	0	
躦	ţ	yn	0	ḑa0
躧	sj	aj	1	srie1,sre1
躨	cv	i	0	ţyi0
躩	ꝁv	og	3	kyak,ꝁyak
躪	l	on	2	
身	sj	rn	0	sjin0
身	k	yn	0	sjin0
躬	k	ug	0	kiug0
躭	t	am	0	
躮	pv	rn	0	
躰	ŧ	rj	1	
躱	t	o	1	
躲	t	o	1	
躳	k	ug	0	kiug0
躴	l	og	0	lag0
躵	qj	rn	1	
躶	ql	o	1	lua1
躷	q	rj	1	qre1
躸	k	i	0	kie0
躹	k	ug	3	
躺	ŧ	og	1	
躻	x	ug	0	
躼	l	ov	2	
躽	q	in	1	qen1,qjen2
躾	m	ej	1	
躿	ꝁ	og	0	ꝁag0
軀	ꝁ	y	0	ꝁyo0
軁	l	rv	0	
軂	l	ov	2	
軃	t	o	1	
軄	tj	ig	3	ţjik
軅	g	an	2	
軆	ŧ	rj	1	ŧe1
軇	d	ov	2	
軈	q	ig	2	
軉	j	ug	3	
車	ŧj	e	0	kio0,ṯja0
車	k	y	0	kio0,ṯja0
軋	q	an	3	qret
軋	tj	an	3	qret
軋	k	an	3	qret
軌	kv	i	1	kyi1
軍	kv	rn	0	kyon0
軎	hv	i	2	yed0,zyed0
軏	g	yn	3	gyat,guot
軐	s	on	2	sen2
軑	d	rj	2	de2,dad0
軑	d	aj	2	de2,dad0
軒	x	in	0	xian0
軓	bv	an	2	byam1
軔	nj	rn	2	njin2
軕	s	im	0	
軖	cv	og	0	ţyag0
軗	z	y	0	
軘	d	yn	0	duon0
軙	ḑ	rn	0	
軚	d	aj	1	
軛	q	ag	3	
軜	n	am	3	nop
軝	c	i	0	ţje0
軞	m	ov	0	
軟	nj	yn	1	njyen1
軠	cv	og	0	
軡	c	im	0	
軣	kv	rg	0	
軤	xv	u	0	xo0
軥	c	y	0	ţyo0,ku0,ku2
軥	k	rv	0	ţyo0,ku0,ku2
軦	pv	og	2	
軧	t	rj	1	te1
軨	l	ig	0	leg0
軩	d	oj	1	dai1
軪	q	rv	0	qrau0,qrau2
軫	tj	rn	1	ţjin1
軫	ŧj	rn	1	ţjin1
軬	bv	an	2	byan1
軭	ꝁv	ag	0	ꝁyag0,ţyag0
軮	q	og	1	qag1
軮	q	og	2	qag1
軯	ꝑ	ag	0	
軰	p	uj	2	
軱	k	u	0	ko0
軲	k	u	0	ꝁo0
軳	b	ov	0	bau0
軴	tj	y	2	tryo2
軵	pv	u	1	njyug1
軵	nj	ug	1	njyug1
軶	q	ag	3	qrek
軷	b	rn	3	bad0,buat
軸	dj	ug	3	driuk
軹	tj	i	1	ţje1
軺		iv	0	jeu0,ḑjeu0
軻	ꝁ	o	0	ꝁa0,ꝁa1,ꝁa2
軻	ꝁ	o	1	ꝁa0,ꝁa1,ꝁa2
軼	j	rn	3	jit,det
軼	d	in	3	jit,det
軾	sj	ig	3	sjik
軿	b	ig	0	ben0,beg0
輀	nj	i	0	nji0
輁	k	ug	1	ţyug0,kyug1
輂	k	ug	3	kyuk
輂	c	ug	3	kyuk
較	k	av	2	krau2,kruk
輄	kv	og	0	kuag0
輅	l	ov	2	lo2
輆	ꝁ	oj	1	ꝁai1
輇	dj	yn	0	ḑjyen0
輈	tj	rv	0	triu0
載	ţ	oj	2	ţai1,ţai2,ḑai2
載	ţ	oj	1	ţai1,ţai2,ḑai2
輊	tj	i	2	trii2
輋	z	e	0	
輋	ḑ	e	0	
輍	j	ug	3	jyuk
輎	sj	av	0	srau0
輏	j	rv	0	
輐		un	2	
輑	v	rn	1	ꝁyn0
輒	tj	im	3	triep
輒	tj	in	3	triep
輓	v	an	1	myan1,myan2
輓	m	an	1	myan1,myan2
輔	bv	u	2	byo1
輕	ꝁ	ig	0	ꝁjeg0,ꝁjeg2
輕	ꝁ	eg	0	ꝁjeg0,ꝁjeg2
輕	h	eg	2	ꝁjeg0,ꝁjeg2
輖	tj	rv	0	ţju0
輗	g	rj	0	ge0
輘	l	ig	0	log0
輙	ţ	im	3	
輙	ţ	in	3	
輚	dj	an	2	ḑren1,ḑran2
輛	l	wg	2	
輜	tj	i	0	ṯri0
輝	xv	i	0	xyoi0
輞	m	og	1	myag1
輟	tj	yn	3	tryed0,tryet
輟	dj	yn	3	tryed0,tryet
輠	kv	o	1	xuai1,kua1,xua1,xrua1
輠	hv	a	1	xuai1,kua1,xua1,xrua1
輡	ꝁ	om	1	ꝁom1
輢	q	i	1	qie1,ţie2,qie2
輣	b	ag	0	brag0,breg0
輤	s	in	2	ṯen2
輥	kv	rn	1	kuon1
輦	l	in	1	lien1
輧	b	ig	0	
輨	k	un	1	kuan1
輩	p	uj	2	puai2
輪	l	on	0	lyn0
輫	b	aj	0	brai0,buai0
輫	b	uj	0	brai0,buai0
輬	l	wg	0	liag0
輭	nj	yn	1	njyen1
輮	nj	rv	0	nju1,nju2
輯	ṯ	rm	3	ḑip
輰	j	og	0	jag0
輱	h	am	0	xrem0
輲	dj	yn	0	ḑjyen0
輲	zj	yn	0	ḑjyen0
輳	ṯ	rv	2	ṯu2
輴	ŧj	on	0	ŧryn0
輵	k	on	3	kat
輶	j	rv	0	ju0,ju1,ju2
輷	kv	rg	0	xrueg0,xrueg2
輸	sj	y	0	sjyo0,sjyo2
輹	pv	ug	3	piuk,biuk
輺	tj	i	0	ţri0
輻	pv	ug	3	piu2,piuk
輼	qv	rn	0	quon0
輽	b	rn	2	
輾	tj	in	1	trien1,nrien2
輾	n	in	1	trien1,nrien2
輿		y	0	jo0,jo2
輿	qv	rn	0	jo0,jo2
轁	ŧ	ov	0	
轂	k	ug	3	kuk
轂	k	u	0	kuk
轃	ţ	on	0	ţrin0,ţen0
轄	h	rn	3	ꝁad0,xrat
轅	h	yn	0	yan0
轆	ql	ug	3	luk
轇	k	av	0	krau0
轈	dj	av	0	ḑrau0
轉	tj	yn	1	tryen1,tryen2
轉	tj	yn	2	tryen1,tryen2
轊	hv	i	2	yed0,zyed0
轋	v	rn	0	
轌	s	yn	3	
轍	ŧj	in	3	driet
轎	k	iv	1	ţieu0,ţieu2
轎	c	iv	2	ţieu0,ţieu2
轎	ꝁ	iv	1	ţieu0,ţieu2
轏	dj	an	2	ḑren1
轐	b	ug	3	puk,buuk
轑	l	ov	1	lau1
轑	l	ov	0	lau1
轑	l	iv	0	lau1
轒	bhv	rn	0	byon0,byon1
轓	ꝑv	an	0	ꝑyan0,pyan0
轔	l	on	0	lin0,lin2
轔	l	on	2	lin0,lin2
轕	k	on	3	
轖	sj	ig	3	srik
轗	ꝁ	om	1	ꝁom1,ꝁom2
轘	hv	an	0	xruan0,xruan2
轘	hv	an	2	xruan0,xruan2
轙	g	rj	1	gie0,gie1
轚	k	ig	3	ke2,kek
轛	t	uj	2	tryi2,tuai2
轜		i	0	
轝		y	0	
轞	l	am	2	xram1
轟	kv	rg	0	xrueg0,xrueg2
轠	l	uj	0	luai0,lyi1
轡	p	i	2	pii2
轢	ql	ig	3	lat,lak,lek
轣	l	in	3	
轣	l	ig	3	
轤	l	ov	0	lo0
轥	l	on	2	lin2
辛	s	rn	0	sin0
辜	k	u	0	ko0
辝	ḑ	i	0	zi0
辟	ꝑ	ig	3	bjek,pjek,ꝑjek
辟	p	ig	3	bjek,pjek,ꝑjek
辠	ḑ	uj	2	ḑuai1
辡	b	in	2	bien1,pien1
辢	l	an	3	lat
辣	l	an	3	
辤	ḑ	i	0	zi0
辥	s	in	3	siet
辦	b	an	2	bren2
辦	p	an	1	bren2
辧	b	in	2	
辨	b	in	2	bien1,bren2
辪	s	in	3	
辬	p	an	0	pran0
辭	ḑ	i	0	zi0
辮	p	in	0	ben1
辯	b	in	2	bien1
辰	zj	rn	0	ḑjin0
辱	nj	ug	3	njyuk
農	n	ug	0	nuug0
辳	n	ug	0	nuug0
辴	ŧj	rn	1	ŧrii0,ŧrin1
辴	tj	in	1	ŧrii0,ŧrin1
辵	ŧj	wg	3	ŧriak
辷	qj	rn	3	
辸	nj	ig	0	njig0
辻	z	rm	3	
込	q	y	0	
达	t	rj	2	ŧe2
辿	ḑ	in	0	
迀	k	on	0	kan0
迂	q	y	0	yo0,qyo0,qyo1
迃	q	y	0	
迄	g	rn	3	xiot
迄	x	rn	3	xiot
迅	s	on	2	sin2,syn2
迆		i	1	je0,je1
迆		i	0	je0,je1
迆	ŧ	o	0	je0,je1
迉	ṯ	rj	0	
迊		ig	0	ţop
迋	hv	og	2	kyag1,yag2
迋	kv	og	1	kyag1,yag2
迋	ꝁv	ag	2	kyag1,yag2
迌	ŧ	on	3	
迍	tj	on	0	tryn0
迍	d	yn	0	tryn0
迎	g	ig	0	gieg0,gieg2
迎	g	ig	2	gieg0,gieg2
迏	t	rj	2	
近	c	rn	2	ţion1,ţion2
近	k	rn	1	ţion1,ţion2
近	c	rn	1	ţion1,ţion2
迒	h	og	0	kag0,xag0
迓	g	a	2	gra2
返	pv	an	1	pyan1
返	pv	an	0	pyan1
迕	g		1	go2
迕	g		2	go2
迖	t	rj	2	
迗	g	o	0	
迚	ţ	ug	0	
迠	k	in	2	
迡	n	rj	2	ne2
迢	d	iv	0	deu0
迢	zj	iv	0	deu0
迣	l	in	3	ţjed0
迣	l	rj	2	ţjed0
迤		i	1	
迤		i	0	
迤	ŧ	o	0	
迥	kv	ig	1	xueg1
迦	h	aj	2	kia0,kra0
迦	k	a	0	kia0,kra0
迧	ḑ	rn	0	
迨	d	oj	2	dai1
迨	d	oj	1	dai1
迪	d	ig	3	dek
迫	p	ag	3	prak
迫	p	ig	3	prak
迬	ţ	y	2	
迭	d	in	3	det
迭	j	rn	3	det
迮	ţ	ag	3	ţak,ţrak
迯	d	ov	0	
述	zj	on	3	zjyt
迱	d	o	0	da0
迲	x	wj	2	
迴	hv	uj	0	xuai0,xuai2
迵	d	ug	2	dug2
迶	j	rv	2	
迷	m	rj	0	me0
迸	p	ig	2	preg2
迸	p	ig	1	preg2
迹	ţ	ig	3	ţiek
迺	n	aj	1	nai1
迻		i	0	je0
迼	ꝁ	in	3	
追	tj	uj	0	tryi0
迾	l	in	3	liet
迾	l	an	3	liet
迿	z	on	2	syn2,xuen2
退	ŧ	uj	2	ŧuai2
送	s	ug	2	sug2
适	ꝁ	un	3	kuat,ꝁuat
逃	d	ov	0	dau0
逄	b	og	0	brug0
逅	h	rv	2	xu2
逆	g	ig	3	giek
逆	g	ag	3	giek
逇	d	on	2	
逈	kv	ig	1	
逋	p	ov	0	po0
逌	j	rv	0	
逍	s	iv	0	sieu0
逎	ḑ	rv	0	ţiu0
透	ŧ	rv	2	ŧu2,sjuk
逐	dj	ug	3	driuk
逐	d	ig	3	driuk
逑	c	rv	0	ţiu0
途	d	ov	0	do0
逕	k	ig	2	keg2
逕	k	ag	2	keg2
逖	ŧ	ig	3	ŧek
逗	d	rv	2	dryo2,du2
逘		i	0	
這	dhj	e	1	gien2
這	tj	e	2	gien2
這	tj	e	1	gien2
通	ŧ	ug	0	ŧug0
逛	ꝁv	ag	2	kyag1
逛	cv	ag	2	kyag1
逜	g		2	go2
逝	zj	rj	2	ḑjed0
逞	ŧj	ig	1	ŧrieg1
速	ṯ	ug	3	suk,ţiek
造	ḑ	ov	2	ḑau1,ṯau2
造	ţ	ov	1	ḑau1,ṯau2
造	ṯ	ov	2	ḑau1,ṯau2
造	ḑ	ov	1	ḑau1,ṯau2
逡	s	on	0	ṯyn0
逡	ṯ	on	0	ṯyn0
逢	bhv	ug	0	byug0
逢	b	ug	0	byug0
逤	s	o	2	
逥		uj	0	
逧	k	ug	3	
逨	l	oj	0	lai0,lai2
逩	p	rn	2	
逩	p	rn	0	
逪	ṯ	og	3	ṯak
逫	tj	yn	3	tryt
逬	p	ig	2	
逬	p	ig	1	
逭	hv	un	2	xuan2
逮	d	rj	2	de2,dai2
逮	d	oj	2	de2,dai2
逯	l	ug	3	lyuk
逰	j	rv	0	
週	ţ	rv	0	
進	ţ	on	2	ţin2
逳	qj	ug	3	juk
逴	ŧj	wg	3	ŧruk,ŧriak
逵	cv	i	0	ţyi0
逶	qv	i	0	qye0
逶	qv	i	1	qye0
逷	ŧ	ig	3	ŧek
逸	j	rn	3	jit
逹	d	an	3	
逺		yn	1	
逼	p	ig	3	pik
逽	n	wg	3	nriak
逾		y	0	jyo0
逿	d	og	2	dag2
逿	ŧ	ig	3	dag2
逿	d	og	0	dag2
遀	ḑ	wj	0	
遁	d	on	2	duon1,duon2
遂	z	uj	2	zyi2
遃	g	in	1	gien1
遄	dj	yn	0	ḑjyen0
遆	d	rj	0	
遇	g	y	2	gyo2
遈	dj	ig	3	ḑjik
遉	tj	ig	0	ŧrieg2
遊	j	rv	0	ju0
運	hv	rn	2	yon2
遌	g	og	3	gak
遍	ꝑ	in	2	pen2
過	kv	o	2	kua0,kua2
過	kv	o	1	kua0,kua2
過	kv	o	0	kua0,kua2
遏	q	an	3	qat
遏	ꝁ	in	3	qat
遐	h	a	0	xra0
遑	hv	og	0	xuag0
遒	ḑ	rv	0	ţiu0,ḑiu0
道	d	ov	2	dau1
道	t	ov	1	dau1
道	t	ov	2	dau1
達	d	an	3	ŧat,dat
達	ŧ	an	3	ŧat,dat
違	hv	i	0	yoi0
遖	n	am	0	
遘	k	rv	2	ku2
遚	ŧj	rv	2	ṯriu2
遛	l	rv	2	liu0
遛	l	rv	0	liu0
遛	l	iv	0	liu0
遜	s	on	2	suon2
遝	d	am	3	dop
遞	d	rj	2	de1,de2
遟	dj	i	0	drii0,drii2
遠	h	yn	1	yan1,yan2
遠	q	yn	1	yan1,yan2
遠	h	yn	2	yan1,yan2
遡	s	ov	2	so2
遢	ŧ	am	3	ŧap
遢	ŧ	an	3	ŧap
遣	ꝁ	in	1	ꝁjen1,ꝁjen2
遤	m	a	1	
遥		iv	0	jeu0
遦	kv	an	2	kuan2
遧	ţ	wg	0	
遨	g	ov	0	gau0
遨	g	ov	2	gau0
適	sj	ig	3	sjek,ţjek,tek
適	t	ig	3	sjek,ţjek,tek
適	ŧ	ig	3	sjek,ţjek,tek
適	tj	ag	3	sjek,ţjek,tek
適	dj	ag	3	sjek,ţjek,tek
遪	ŧj	am	3	ḑj'op
遫	ŧj	ig	3	ŧrik
遬	ṯ	ug	3	suk
遭	ţ	ov	0	ţau0
遮	tj	e	0	ţja0
遯	d	on	2	duon1,duon2
遰	d	rj	2	de2
遰	zj	rj	2	de2
遱	l	rv	0	lu0
遲	dj	i	0	drii0
遳	ṯ	o	0	ṯua0
遴	l	on	0	lin2
遴	l	on	2	lin2
遵	ţ	on	0	ţyn0
遵	ţ	yn	0	ţyn0
遶	qnj	iv	1	njeu1
遶	nj	iv	1	njeu1
遷	ṯ	in	0	ṯien0
選	s	yn	1	syen1,syen2
選	s	yn	2	syen1,syen2
遹	v	rn	3	jyt
遺	v	i	0	jyi0,jyi2
遺	v	i	2	jyi0,jyi2
遻	g	og	3	go2
遻	g		2	go2
遼	l	iv	0	leu0
遽	c	y	2	ţio2
遾	zj	rj	2	ḑjed0
避	b	i	2	bje2
邀	x	iv	0	keu0,qjeu0
邁	m	aj	2	mrad0
邂	h	aj	1	xre2
邂	h	aj	2	xre2
邃	z	uj	2	syi2
還	hv	an	0	xruan0,zyen0
還	z	yn	0	xruan0,zyen0
邅	tj	in	0	trien0,drien1,drien2
邆	d	rg	0	
邇	nj	i	1	nje1
邈	m	iv	1	mruk
邈	m	og	3	mruk
邉	p	in	0	
邊	p	in	0	pen0
邊	b	in	2	pen0
邋	l	am	3	lap,liep
邋	l	an	3	lap,liep
邋	l	im	3	lap,liep
邌	l	rj	0	le0
邍		yn	0	
邎	j	rv	0	ju0
邏	l	o	0	la2
邐	l	i	1	lie1
邑	qj	rm	3	qip
邑	q	rm	3	qip
邒	d	ig	0	
邔	ꝁ	i	1	ꝁi1
邕	qj	ug	0	qyug0
邖	sj	an	0	sren0
邗	h	on	0	xan0,kan0
邘	q	y	0	yo0
邙	m	og	0	myag0,mag0
邚		y	0	
邛	c	ug	0	ţyug0
邜	ḑ	ig	3	
邞	pv	u	0	pyo0
邟	ꝁ	og	2	ꝁag0,xag0,ꝁag2
邠	p	rn	0	pin0
邡	ꝑv	og	0	pyag0,ꝑyag2
邢	h	ig	0	xeg0
那	n	a	1	na0,na1,na2
那	n	o	0	na0,na1,na2
那	n	a	0	na0,na1,na2
邤	xj	rn	0	xion0
邥	sj	rm	1	sjim1
邦	p	og	0	prug0
邧	g	yn	0	gyan0,gyan1
邨	ŧj	yn	0	duon0
邩	xv	o	1	xua1
邪	ḑ	e	0	ja0,zia0
邪	j	e	0	ja0,zia0
邫	p	og	0	
邭	k	y	2	kyo2
邯	h	on	0	xan0,xam0
邰	d	oj	0	ŧai0
邱	ꝁj	rv	0	ꝁiu0
邲	p	i	2	pii2,bjit,bit
邲	b	rn	3	pii2,bjit,bit
邲	b	in	2	pii2,bjit,bit
邳	b	i	0	bii0
邴	p	ig	1	pieg1,pieg2
邵	zj	iv	2	ḑjeu2
邶	p	uj	2	buai2
邷	g	a	1	grua1
邸	t	rj	1	te1
邼	ꝁ	og	0	ꝁyag0
邽	kv	i	0	kue0
邾	tj	y	0	tryo0
邿	sj	i	0	sji0
郀	ꝁv	u	0	ꝁo0
郁	qj	ug	3	qiuk
郂	k	oj	0	kai0
郃	h	om	3	xop,kop
郃	k	om	3	xop,kop
郄	kv	ig	3	
郅	dj	rn	3	ţjit
郅	k	rn	3	ţjit
郆	k	rn	3	kjit
郇	s	on	0	syn0,xruan0
郇	hv	rn	0	syn0,xruan0
郈	h	rv	2	xu1
郉		ig	0	ꝁen0
郊	k	av	0	krau0
郋	h	rj	0	xe0
郌	kv	i	0	
郍	n	a	1	
郎	l	og	0	lag0
郒	l	og	0	
郔		in	0	jen0
郕	zj	ig	0	ḑjeg0
郖	t	rv	0	tu0,du2
郖	d	rv	2	tu0,du2
郗	ŧj	i	0	ŧrii0
郗	x	i	0	ŧrii0
郘	l	wj	1	lio1
郙	ꝑv	u	1	ꝑyo0,pyo1
郚	g		0	go0
郛	ꝑv	u	0	ꝑyo0
郜	k	ov	2	kau2,kuuk
郝	ꝁ	og	3	xak,sjek,ṯjek
郝	k	og	3	xak,sjek,ṯjek
郞	l	og	0	
郟	k	am	3	krep
郠	k	rg	1	krag1
郡	cv	rn	2	ţyon2
郢		ig	1	jeg1
郢	ŧj	ig	1	jeg1
郣	b	un	3	buot
郤	kv	ig	3	ꝁiek
郥	ꝁv	ig	3	
部	b	ov	2	bo1,bu1
郩	h	av	0	qau1
郪	ṯ	rj	0	ṯii0,ṯe0
郫	b	i	0	bie0,bje0,bre0
郬	ṯ	ig	0	
郭	kv	og	3	kuak
郭	kv	ig	3	kuak
郮	tj	rv	0	ţju0
郯	d	am	0	dam0
郰	tj	rv	0	ţriu0
郱	b	ig	0	beg0
郲	l	oj	0	lai0,luai1
郳	g	rj	0	ge0
郴	sj	rm	0	ŧrim0
郵	hj	rv	0	iu0
郶	b	ov	2	
郹	kv	ig	3	kuek
郺	qj	ug	0	qyug0,qug1
郻	ꝁ	iv	0	ꝁeu0
郼	q	i	0	qioi0
都	t	ov	0	to0
郾	q	in	1	qian1,qian2
郿	m	i	0	mii0,mii2
鄀	nj	wg	3	njak
鄁	p	uj	2	buai2
鄂	g	og	3	gak
鄃	sj	y	0	jyo0,sjyo0
鄄	k	yn	2	kjyen2
鄅	h	y	1	yo1
鄆	hv	rn	2	yon2
鄇	h	rv	2	xu0,xu2
鄈	cv	i	0	ţjyi0
鄉	x	wg	0	xiag0
鄉	x	wg	2	xiag0
鄊	x	wg	0	
鄋	s	rv	0	
鄌	d	og	0	
鄍	m	ig	0	meg0
鄎	s	ig	3	sik
鄏	nj	ug	3	njyuk
鄐	ŧj	ug	3	xiuk,ŧriuk
鄑	ţ	i	0	ţie0
鄒	tj	rv	0	ţriu0
鄓	q	im	3	qiap
鄔	qv	u	0	qo0,qo1,qio2
鄔	x	wg	0	qo0,qo1,qio2
鄔	x	wg	2	qo0,qo1,qio2
鄖	hv	rn	0	yon0
鄗	h	ov	2	ꝁrau0,xau1,xak
鄗	x	av	0	ꝁrau0,xau1,xak
鄘	j	ug	0	jyug0
鄙	ꝑ	i	1	pii1
鄚	m	og	3	mak
鄛	dj	av	0	ḑrau0
鄜	ꝑv	u	0	ꝑyo0,luk
鄝	l	iv	1	leu1
鄞	g	rn	0	gin0,gion0
鄟	tj	yn	0	duan0,ţjyen0,ḑjyen1
鄠	hv	u	2	xo1
鄡	ꝁ	iv	0	ꝁeu0
鄢	q	in	0	qien0,qian1,qian2
鄣	tj	wg	0	ţjag0
鄣	tj	wg	2	ţjag0
鄤	m	an	2	
鄥	x	iv	0	
鄦	x	wj	1	xio1
鄧	d	rg	2	dog2
鄨	p	rj	2	pjed0,pjet
鄩	ḑ	rm	0	zim0
鄪	p	i	2	pii2
鄫	ḑ	rg	0	ḑig0
鄬	hv	i	0	ye0,ye1
鄭	dj	eg	2	drieg2
鄭	dj	ig	2	drieg2
鄮	m	rv	2	mu2
鄯	zj	in	2	ḑjen1,ḑjen2
鄰	l	on	0	lin0
鄱	b	o	0	bua0
鄱	p	o	2	bua0
鄲	t	an	0	tan0
鄳	m	ag	0	mrag0,mrag1
鄴	g	im	3	giap
鄵	ṯ	ov	2	ṯau2
鄶	ꝁ	uj	1	kuad0
鄶	ꝁ	uj	2	kuad0
鄷	pv	ug	0	
鄸	m	ug	0	miug2
鄹	ţ	rv	0	ţriu0,ḑyo1,zuan1
鄺	ꝁv	og	2	xuag0,kuag1
鄺	ꝁv	og	1	xuag0,kuag1
鄻	l	in	1	lien1
鄼	ţ	an	2	ţuan1,ţan2
鄼	ḑ	o	0	ţuan1,ţan2
鄽	dj	in	0	drien0
鄾	qj	rv	0	qiu0
鄿	k	ej	0	
酀	q	in	2	qen2
酁	dj	am	0	ḑrem0,ḑram0
酃	l	ig	0	leg0
酄	xv	un	0	xuan0
酅	cv	i	0	xue0
酆	ꝑv	ug	0	ꝑiug0
酇	ţ	an	2	ḑuan0
酇	ḑ	o	0	ḑuan0
酈	l	ig	3	lie0,lek
酉	j	rv	1	ju1
酊	t	ig	1	teg1
酊	t	ig	0	teg1
酋	j	rv	0	ḑiu0
酋	ḑ	rv	0	ḑiu0
酌	tj	wg	3	ţjak
配	ꝑ	uj	2	ꝑuai2
酎	dj	rv	2	driu2
酏		i	0	je0,je1
酐	k	on	0	xag1
酐	h	og	1	xag1
酑	q	y	0	
酒	ţ	rv	1	ţiu1
酓	q	im	1	qjem1,qem2
酕	m	ov	0	mau0
酖	t	am	0	tom0
酖	dj	om	2	tom0
酗	x	y	2	xyo2
酗	x	wj	2	xyo2
酗	x	wj	1	xyo2
酘	d	rv	0	du2
酙	ţ	rm	0	
酚	pv	rn	0	
酛		yn	0	
酜	pv	u	0	
酞	ŧ	aj	2	
酟	ŧ	im	0	
酠	ꝁ	a	1	
酡	d	o	0	da0
酢	ḑ	og	3	ḑak
酢	ṯ	ov	2	ḑak
酣	h	om	0	xam0
酤	k	u	0	ko0,xo1,ko2
酥	s	ov	0	so0
酧	ḑ	rv	0	
酨	d	oj	2	ḑai2
酨	ḑ	oj	2	ḑai2
酩	m	ig	1	meg1
酩	m	ig	0	meg1
酪	ql	og	3	lak
酪	l	ov	2	lak
酫	ṯ	yn	3	
酬	dj	rv	0	ḑju0
酭	hj	rv	2	iu2
酮	d	ug	0	dug0,dug1
酯	ţ	i	1	
酰	s	in	0	
酲	dj	ig	0	drieg0
酳	j	rn	2	jin2
酴	d	ov	0	do0
酵	x	av	0	krau2
酵	k	av	2	krau2
酶	m	uj	0	
酷	h	ug	3	ꝁuuk
酸	s	yn	0	suan0
酹	ql	yn	3	luad0,luai2
酹	l	yn	3	luad0,luai2
酹	l	aj	2	luad0,luai2
酺	b	ov	0	bo0
酻	ţ	wj	0	
酼	x	oj	1	
醀	v	i	0	
醁	l	ug	3	lyuk
醂	l	om	1	lom1
醃	q	im	0	qiem0,qiam0
醃	q	im	3	qiem0,qiam0
醄	d	ov	0	
醅	ꝑ	uj	0	ꝑuai0,ꝑiu0
醆	tj	an	1	ţren1,ţjen1
醇	zj	on	0	ḑjyn0
醈	d	am	0	
